Location,Pixel_val,Coord_val
898,"(17, 48)","(-12.267988880312759, 7.044127778650873)"
899,"(17, 49)","(-12.267988880312759, 6.982550000380474)"
900,"(18, 0)","(-12.20737221316116, 9.999861135630074)"
901,"(18, 1)","(-12.20737221316116, 9.938283357359673)"
902,"(18, 2)","(-12.20737221316116, 9.876705579089274)"
903,"(18, 3)","(-12.20737221316116, 9.815127800818873)"
904,"(18, 4)","(-12.20737221316116, 9.753550022548474)"
905,"(18, 5)","(-12.20737221316116, 9.691972244278073)"
906,"(18, 6)","(-12.20737221316116, 9.630394466007674)"
907,"(18, 7)","(-12.20737221316116, 9.568816687737273)"
908,"(18, 8)","(-12.20737221316116, 9.507238909466874)"
909,"(18, 9)","(-12.20737221316116, 9.445661131196474)"
910,"(18, 10)","(-12.20737221316116, 9.384083352926073)"
911,"(18, 11)","(-12.20737221316116, 9.322505574655674)"
912,"(18, 12)","(-12.20737221316116, 9.260927796385273)"
913,"(18, 13)","(-12.20737221316116, 9.199350018114874)"
914,"(18, 14)","(-12.20737221316116, 9.137772239844473)"
915,"(18, 15)","(-12.20737221316116, 9.076194461574074)"
916,"(18, 16)","(-12.20737221316116, 9.014616683303673)"
917,"(18, 17)","(-12.20737221316116, 8.953038905033274)"
918,"(18, 18)","(-12.20737221316116, 8.891461126762874)"
919,"(18, 19)","(-12.20737221316116, 8.829883348492473)"
920,"(18, 20)","(-12.20737221316116, 8.768305570222074)"
921,"(18, 21)","(-12.20737221316116, 8.706727791951673)"
922,"(18, 22)","(-12.20737221316116, 8.645150013681274)"
923,"(18, 23)","(-12.20737221316116, 8.583572235410873)"
924,"(18, 24)","(-12.20737221316116, 8.521994457140474)"
925,"(18, 25)","(-12.20737221316116, 8.460416678870073)"
926,"(18, 26)","(-12.20737221316116, 8.398838900599674)"
927,"(18, 27)","(-12.20737221316116, 8.337261122329274)"
928,"(18, 28)","(-12.20737221316116, 8.275683344058873)"
929,"(18, 29)","(-12.20737221316116, 8.214105565788474)"
930,"(18, 30)","(-12.20737221316116, 8.152527787518073)"
931,"(18, 31)","(-12.20737221316116, 8.090950009247674)"
932,"(18, 32)","(-12.20737221316116, 8.029372230977273)"
933,"(18, 33)","(-12.20737221316116, 7.967794452706873)"
934,"(18, 34)","(-12.20737221316116, 7.9062166744364735)"
935,"(18, 35)","(-12.20737221316116, 7.844638896166074)"
936,"(18, 36)","(-12.20737221316116, 7.783061117895674)"
937,"(18, 37)","(-12.20737221316116, 7.721483339625273)"
938,"(18, 38)","(-12.20737221316116, 7.659905561354874)"
939,"(18, 39)","(-12.20737221316116, 7.598327783084473)"
940,"(18, 40)","(-12.20737221316116, 7.536750004814074)"
941,"(18, 41)","(-12.20737221316116, 7.475172226543673)"
942,"(18, 42)","(-12.20737221316116, 7.413594448273273)"
943,"(18, 43)","(-12.20737221316116, 7.3520166700028735)"
944,"(18, 44)","(-12.20737221316116, 7.290438891732474)"
945,"(18, 45)","(-12.20737221316116, 7.228861113462074)"
946,"(18, 46)","(-12.20737221316116, 7.167283335191673)"
947,"(18, 47)","(-12.20737221316116, 7.105705556921274)"
948,"(18, 48)","(-12.20737221316116, 7.044127778650873)"
949,"(18, 49)","(-12.20737221316116, 6.982550000380474)"
950,"(19, 0)","(-12.146755546009558, 9.999861135630074)"
951,"(19, 1)","(-12.146755546009558, 9.938283357359673)"
952,"(19, 2)","(-12.146755546009558, 9.876705579089274)"
953,"(19, 3)","(-12.146755546009558, 9.815127800818873)"
954,"(19, 4)","(-12.146755546009558, 9.753550022548474)"
955,"(19, 5)","(-12.146755546009558, 9.691972244278073)"
956,"(19, 6)","(-12.146755546009558, 9.630394466007674)"
957,"(19, 7)","(-12.146755546009558, 9.568816687737273)"
958,"(19, 8)","(-12.146755546009558, 9.507238909466874)"
959,"(19, 9)","(-12.146755546009558, 9.445661131196474)"
960,"(19, 10)","(-12.146755546009558, 9.384083352926073)"
961,"(19, 11)","(-12.146755546009558, 9.322505574655674)"
962,"(19, 12)","(-12.146755546009558, 9.260927796385273)"
963,"(19, 13)","(-12.146755546009558, 9.199350018114874)"
964,"(19, 14)","(-12.146755546009558, 9.137772239844473)"
965,"(19, 15)","(-12.146755546009558, 9.076194461574074)"
966,"(19, 16)","(-12.146755546009558, 9.014616683303673)"
967,"(19, 17)","(-12.146755546009558, 8.953038905033274)"
968,"(19, 18)","(-12.146755546009558, 8.891461126762874)"
969,"(19, 19)","(-12.146755546009558, 8.829883348492473)"
970,"(19, 20)","(-12.146755546009558, 8.768305570222074)"
971,"(19, 21)","(-12.146755546009558, 8.706727791951673)"
972,"(19, 22)","(-12.146755546009558, 8.645150013681274)"
973,"(19, 23)","(-12.146755546009558, 8.583572235410873)"
974,"(19, 24)","(-12.146755546009558, 8.521994457140474)"
975,"(19, 25)","(-12.146755546009558, 8.460416678870073)"
976,"(19, 26)","(-12.146755546009558, 8.398838900599674)"
977,"(19, 27)","(-12.146755546009558, 8.337261122329274)"
978,"(19, 28)","(-12.146755546009558, 8.275683344058873)"
979,"(19, 29)","(-12.146755546009558, 8.214105565788474)"
980,"(19, 30)","(-12.146755546009558, 8.152527787518073)"
981,"(19, 31)","(-12.146755546009558, 8.090950009247674)"
982,"(19, 32)","(-12.146755546009558, 8.029372230977273)"
983,"(19, 33)","(-12.146755546009558, 7.967794452706873)"
984,"(19, 34)","(-12.146755546009558, 7.9062166744364735)"
985,"(19, 35)","(-12.146755546009558, 7.844638896166074)"
986,"(19, 36)","(-12.146755546009558, 7.783061117895674)"
987,"(19, 37)","(-12.146755546009558, 7.721483339625273)"
988,"(19, 38)","(-12.146755546009558, 7.659905561354874)"
989,"(19, 39)","(-12.146755546009558, 7.598327783084473)"
990,"(19, 40)","(-12.146755546009558, 7.536750004814074)"
991,"(19, 41)","(-12.146755546009558, 7.475172226543673)"
992,"(19, 42)","(-12.146755546009558, 7.413594448273273)"
993,"(19, 43)","(-12.146755546009558, 7.3520166700028735)"
994,"(19, 44)","(-12.146755546009558, 7.290438891732474)"
995,"(19, 45)","(-12.146755546009558, 7.228861113462074)"
996,"(19, 46)","(-12.146755546009558, 7.167283335191673)"
997,"(19, 47)","(-12.146755546009558, 7.105705556921274)"
998,"(19, 48)","(-12.146755546009558, 7.044127778650873)"
999,"(19, 49)","(-12.146755546009558, 6.982550000380474)"
1000,"(20, 0)","(-12.086138878857959, 9.999861135630074)"
1001,"(20, 1)","(-12.086138878857959, 9.938283357359673)"
1002,"(20, 2)","(-12.086138878857959, 9.876705579089274)"
1003,"(20, 3)","(-12.086138878857959, 9.815127800818873)"
1004,"(20, 4)","(-12.086138878857959, 9.753550022548474)"
1005,"(20, 5)","(-12.086138878857959, 9.691972244278073)"
1006,"(20, 6)","(-12.086138878857959, 9.630394466007674)"
1007,"(20, 7)","(-12.086138878857959, 9.568816687737273)"
1008,"(20, 8)","(-12.086138878857959, 9.507238909466874)"
1009,"(20, 9)","(-12.086138878857959, 9.445661131196474)"
1010,"(20, 10)","(-12.086138878857959, 9.384083352926073)"
1011,"(20, 11)","(-12.086138878857959, 9.322505574655674)"
1012,"(20, 12)","(-12.086138878857959, 9.260927796385273)"
1013,"(20, 13)","(-12.086138878857959, 9.199350018114874)"
1014,"(20, 14)","(-12.086138878857959, 9.137772239844473)"
1015,"(20, 15)","(-12.086138878857959, 9.076194461574074)"
1016,"(20, 16)","(-12.086138878857959, 9.014616683303673)"
1017,"(20, 17)","(-12.086138878857959, 8.953038905033274)"
1018,"(20, 18)","(-12.086138878857959, 8.891461126762874)"
1019,"(20, 19)","(-12.086138878857959, 8.829883348492473)"
1020,"(20, 20)","(-12.086138878857959, 8.768305570222074)"
1021,"(20, 21)","(-12.086138878857959, 8.706727791951673)"
1022,"(20, 22)","(-12.086138878857959, 8.645150013681274)"
1023,"(20, 23)","(-12.086138878857959, 8.583572235410873)"
1024,"(20, 24)","(-12.086138878857959, 8.521994457140474)"
1025,"(20, 25)","(-12.086138878857959, 8.460416678870073)"
1026,"(20, 26)","(-12.086138878857959, 8.398838900599674)"
1027,"(20, 27)","(-12.086138878857959, 8.337261122329274)"
1028,"(20, 28)","(-12.086138878857959, 8.275683344058873)"
1029,"(20, 29)","(-12.086138878857959, 8.214105565788474)"
1030,"(20, 30)","(-12.086138878857959, 8.152527787518073)"
1031,"(20, 31)","(-12.086138878857959, 8.090950009247674)"
1032,"(20, 32)","(-12.086138878857959, 8.029372230977273)"
1033,"(20, 33)","(-12.086138878857959, 7.967794452706873)"
1034,"(20, 34)","(-12.086138878857959, 7.9062166744364735)"
1035,"(20, 35)","(-12.086138878857959, 7.844638896166074)"
1036,"(20, 36)","(-12.086138878857959, 7.783061117895674)"
1037,"(20, 37)","(-12.086138878857959, 7.721483339625273)"
1038,"(20, 38)","(-12.086138878857959, 7.659905561354874)"
1039,"(20, 39)","(-12.086138878857959, 7.598327783084473)"
1040,"(20, 40)","(-12.086138878857959, 7.536750004814074)"
1041,"(20, 41)","(-12.086138878857959, 7.475172226543673)"
1042,"(20, 42)","(-12.086138878857959, 7.413594448273273)"
1043,"(20, 43)","(-12.086138878857959, 7.3520166700028735)"
1044,"(20, 44)","(-12.086138878857959, 7.290438891732474)"
1045,"(20, 45)","(-12.086138878857959, 7.228861113462074)"
1046,"(20, 46)","(-12.086138878857959, 7.167283335191673)"
1047,"(20, 47)","(-12.086138878857959, 7.105705556921274)"
1048,"(20, 48)","(-12.086138878857959, 7.044127778650873)"
1049,"(20, 49)","(-12.086138878857959, 6.982550000380474)"
1050,"(21, 0)","(-12.02552221170636, 9.999861135630074)"
1051,"(21, 1)","(-12.02552221170636, 9.938283357359673)"
1052,"(21, 2)","(-12.02552221170636, 9.876705579089274)"
1053,"(21, 3)","(-12.02552221170636, 9.815127800818873)"
1054,"(21, 4)","(-12.02552221170636, 9.753550022548474)"
1055,"(21, 5)","(-12.02552221170636, 9.691972244278073)"
1056,"(21, 6)","(-12.02552221170636, 9.630394466007674)"
1057,"(21, 7)","(-12.02552221170636, 9.568816687737273)"
1058,"(21, 8)","(-12.02552221170636, 9.507238909466874)"
1059,"(21, 9)","(-12.02552221170636, 9.445661131196474)"
1060,"(21, 10)","(-12.02552221170636, 9.384083352926073)"
1061,"(21, 11)","(-12.02552221170636, 9.322505574655674)"
1062,"(21, 12)","(-12.02552221170636, 9.260927796385273)"
1063,"(21, 13)","(-12.02552221170636, 9.199350018114874)"
1064,"(21, 14)","(-12.02552221170636, 9.137772239844473)"
1065,"(21, 15)","(-12.02552221170636, 9.076194461574074)"
1066,"(21, 16)","(-12.02552221170636, 9.014616683303673)"
1067,"(21, 17)","(-12.02552221170636, 8.953038905033274)"
1068,"(21, 18)","(-12.02552221170636, 8.891461126762874)"
1069,"(21, 19)","(-12.02552221170636, 8.829883348492473)"
1070,"(21, 20)","(-12.02552221170636, 8.768305570222074)"
1071,"(21, 21)","(-12.02552221170636, 8.706727791951673)"
1072,"(21, 22)","(-12.02552221170636, 8.645150013681274)"
1073,"(21, 23)","(-12.02552221170636, 8.583572235410873)"
1074,"(21, 24)","(-12.02552221170636, 8.521994457140474)"
1075,"(21, 25)","(-12.02552221170636, 8.460416678870073)"
1076,"(21, 26)","(-12.02552221170636, 8.398838900599674)"
1077,"(21, 27)","(-12.02552221170636, 8.337261122329274)"
1078,"(21, 28)","(-12.02552221170636, 8.275683344058873)"
1079,"(21, 29)","(-12.02552221170636, 8.214105565788474)"
1080,"(21, 30)","(-12.02552221170636, 8.152527787518073)"
1081,"(21, 31)","(-12.02552221170636, 8.090950009247674)"
1082,"(21, 32)","(-12.02552221170636, 8.029372230977273)"
1083,"(21, 33)","(-12.02552221170636, 7.967794452706873)"
1084,"(21, 34)","(-12.02552221170636, 7.9062166744364735)"
1085,"(21, 35)","(-12.02552221170636, 7.844638896166074)"
1086,"(21, 36)","(-12.02552221170636, 7.783061117895674)"
1087,"(21, 37)","(-12.02552221170636, 7.721483339625273)"
1088,"(21, 38)","(-12.02552221170636, 7.659905561354874)"
1089,"(21, 39)","(-12.02552221170636, 7.598327783084473)"
1090,"(21, 40)","(-12.02552221170636, 7.536750004814074)"
1091,"(21, 41)","(-12.02552221170636, 7.475172226543673)"
1092,"(21, 42)","(-12.02552221170636, 7.413594448273273)"
1093,"(21, 43)","(-12.02552221170636, 7.3520166700028735)"
1094,"(21, 44)","(-12.02552221170636, 7.290438891732474)"
1095,"(21, 45)","(-12.02552221170636, 7.228861113462074)"
1096,"(21, 46)","(-12.02552221170636, 7.167283335191673)"
1097,"(21, 47)","(-12.02552221170636, 7.105705556921274)"
1098,"(21, 48)","(-12.02552221170636, 7.044127778650873)"
1099,"(21, 49)","(-12.02552221170636, 6.982550000380474)"
1100,"(22, 0)","(-11.964905544554759, 9.999861135630074)"
1101,"(22, 1)","(-11.964905544554759, 9.938283357359673)"
1102,"(22, 2)","(-11.964905544554759, 9.876705579089274)"
1103,"(22, 3)","(-11.964905544554759, 9.815127800818873)"
1104,"(22, 4)","(-11.964905544554759, 9.753550022548474)"
1105,"(22, 5)","(-11.964905544554759, 9.691972244278073)"
1106,"(22, 6)","(-11.964905544554759, 9.630394466007674)"
1107,"(22, 7)","(-11.964905544554759, 9.568816687737273)"
1108,"(22, 8)","(-11.964905544554759, 9.507238909466874)"
1109,"(22, 9)","(-11.964905544554759, 9.445661131196474)"
1110,"(22, 10)","(-11.964905544554759, 9.384083352926073)"
1111,"(22, 11)","(-11.964905544554759, 9.322505574655674)"
1112,"(22, 12)","(-11.964905544554759, 9.260927796385273)"
1113,"(22, 13)","(-11.964905544554759, 9.199350018114874)"
1114,"(22, 14)","(-11.964905544554759, 9.137772239844473)"
1115,"(22, 15)","(-11.964905544554759, 9.076194461574074)"
1116,"(22, 16)","(-11.964905544554759, 9.014616683303673)"
1117,"(22, 17)","(-11.964905544554759, 8.953038905033274)"
1118,"(22, 18)","(-11.964905544554759, 8.891461126762874)"
1119,"(22, 19)","(-11.964905544554759, 8.829883348492473)"
1120,"(22, 20)","(-11.964905544554759, 8.768305570222074)"
1121,"(22, 21)","(-11.964905544554759, 8.706727791951673)"
1122,"(22, 22)","(-11.964905544554759, 8.645150013681274)"
1123,"(22, 23)","(-11.964905544554759, 8.583572235410873)"
1124,"(22, 24)","(-11.964905544554759, 8.521994457140474)"
1125,"(22, 25)","(-11.964905544554759, 8.460416678870073)"
1126,"(22, 26)","(-11.964905544554759, 8.398838900599674)"
1127,"(22, 27)","(-11.964905544554759, 8.337261122329274)"
1128,"(22, 28)","(-11.964905544554759, 8.275683344058873)"
1129,"(22, 29)","(-11.964905544554759, 8.214105565788474)"
1130,"(22, 30)","(-11.964905544554759, 8.152527787518073)"
1131,"(22, 31)","(-11.964905544554759, 8.090950009247674)"
1132,"(22, 32)","(-11.964905544554759, 8.029372230977273)"
1133,"(22, 33)","(-11.964905544554759, 7.967794452706873)"
1134,"(22, 34)","(-11.964905544554759, 7.9062166744364735)"
1135,"(22, 35)","(-11.964905544554759, 7.844638896166074)"
1136,"(22, 36)","(-11.964905544554759, 7.783061117895674)"
1137,"(22, 37)","(-11.964905544554759, 7.721483339625273)"
1138,"(22, 38)","(-11.964905544554759, 7.659905561354874)"
1139,"(22, 39)","(-11.964905544554759, 7.598327783084473)"
1140,"(22, 40)","(-11.964905544554759, 7.536750004814074)"
1141,"(22, 41)","(-11.964905544554759, 7.475172226543673)"
1142,"(22, 42)","(-11.964905544554759, 7.413594448273273)"
1143,"(22, 43)","(-11.964905544554759, 7.3520166700028735)"
1144,"(22, 44)","(-11.964905544554759, 7.290438891732474)"
1145,"(22, 45)","(-11.964905544554759, 7.228861113462074)"
1146,"(22, 46)","(-11.964905544554759, 7.167283335191673)"
1147,"(22, 47)","(-11.964905544554759, 7.105705556921274)"
1148,"(22, 48)","(-11.964905544554759, 7.044127778650873)"
1149,"(22, 49)","(-11.964905544554759, 6.982550000380474)"
1150,"(23, 0)","(-11.90428887740316, 9.999861135630074)"
1151,"(23, 1)","(-11.90428887740316, 9.938283357359673)"
1152,"(23, 2)","(-11.90428887740316, 9.876705579089274)"
1153,"(23, 3)","(-11.90428887740316, 9.815127800818873)"
1154,"(23, 4)","(-11.90428887740316, 9.753550022548474)"
1155,"(23, 5)","(-11.90428887740316, 9.691972244278073)"
1156,"(23, 6)","(-11.90428887740316, 9.630394466007674)"
1157,"(23, 7)","(-11.90428887740316, 9.568816687737273)"
1158,"(23, 8)","(-11.90428887740316, 9.507238909466874)"
1159,"(23, 9)","(-11.90428887740316, 9.445661131196474)"
1160,"(23, 10)","(-11.90428887740316, 9.384083352926073)"
1161,"(23, 11)","(-11.90428887740316, 9.322505574655674)"
1162,"(23, 12)","(-11.90428887740316, 9.260927796385273)"
1163,"(23, 13)","(-11.90428887740316, 9.199350018114874)"
1164,"(23, 14)","(-11.90428887740316, 9.137772239844473)"
1165,"(23, 15)","(-11.90428887740316, 9.076194461574074)"
1166,"(23, 16)","(-11.90428887740316, 9.014616683303673)"
1167,"(23, 17)","(-11.90428887740316, 8.953038905033274)"
1168,"(23, 18)","(-11.90428887740316, 8.891461126762874)"
1169,"(23, 19)","(-11.90428887740316, 8.829883348492473)"
1170,"(23, 20)","(-11.90428887740316, 8.768305570222074)"
1171,"(23, 21)","(-11.90428887740316, 8.706727791951673)"
1172,"(23, 22)","(-11.90428887740316, 8.645150013681274)"
1173,"(23, 23)","(-11.90428887740316, 8.583572235410873)"
1174,"(23, 24)","(-11.90428887740316, 8.521994457140474)"
1175,"(23, 25)","(-11.90428887740316, 8.460416678870073)"
1176,"(23, 26)","(-11.90428887740316, 8.398838900599674)"
1177,"(23, 27)","(-11.90428887740316, 8.337261122329274)"
1178,"(23, 28)","(-11.90428887740316, 8.275683344058873)"
1179,"(23, 29)","(-11.90428887740316, 8.214105565788474)"
1180,"(23, 30)","(-11.90428887740316, 8.152527787518073)"
1181,"(23, 31)","(-11.90428887740316, 8.090950009247674)"
1182,"(23, 32)","(-11.90428887740316, 8.029372230977273)"
1183,"(23, 33)","(-11.90428887740316, 7.967794452706873)"
1184,"(23, 34)","(-11.90428887740316, 7.9062166744364735)"
1185,"(23, 35)","(-11.90428887740316, 7.844638896166074)"
1186,"(23, 36)","(-11.90428887740316, 7.783061117895674)"
1187,"(23, 37)","(-11.90428887740316, 7.721483339625273)"
1188,"(23, 38)","(-11.90428887740316, 7.659905561354874)"
1189,"(23, 39)","(-11.90428887740316, 7.598327783084473)"
1190,"(23, 40)","(-11.90428887740316, 7.536750004814074)"
1191,"(23, 41)","(-11.90428887740316, 7.475172226543673)"
1192,"(23, 42)","(-11.90428887740316, 7.413594448273273)"
1193,"(23, 43)","(-11.90428887740316, 7.3520166700028735)"
1194,"(23, 44)","(-11.90428887740316, 7.290438891732474)"
1195,"(23, 45)","(-11.90428887740316, 7.228861113462074)"
1196,"(23, 46)","(-11.90428887740316, 7.167283335191673)"
1197,"(23, 47)","(-11.90428887740316, 7.105705556921274)"
1198,"(23, 48)","(-11.90428887740316, 7.044127778650873)"
1199,"(23, 49)","(-11.90428887740316, 6.982550000380474)"
1200,"(24, 0)","(-11.843672210251558, 9.999861135630074)"
1201,"(24, 1)","(-11.843672210251558, 9.938283357359673)"
1202,"(24, 2)","(-11.843672210251558, 9.876705579089274)"
1203,"(24, 3)","(-11.843672210251558, 9.815127800818873)"
1204,"(24, 4)","(-11.843672210251558, 9.753550022548474)"
1205,"(24, 5)","(-11.843672210251558, 9.691972244278073)"
1206,"(24, 6)","(-11.843672210251558, 9.630394466007674)"
1207,"(24, 7)","(-11.843672210251558, 9.568816687737273)"
1208,"(24, 8)","(-11.843672210251558, 9.507238909466874)"
1209,"(24, 9)","(-11.843672210251558, 9.445661131196474)"
1210,"(24, 10)","(-11.843672210251558, 9.384083352926073)"
1211,"(24, 11)","(-11.843672210251558, 9.322505574655674)"
1212,"(24, 12)","(-11.843672210251558, 9.260927796385273)"
1213,"(24, 13)","(-11.843672210251558, 9.199350018114874)"
1214,"(24, 14)","(-11.843672210251558, 9.137772239844473)"
1215,"(24, 15)","(-11.843672210251558, 9.076194461574074)"
1216,"(24, 16)","(-11.843672210251558, 9.014616683303673)"
1217,"(24, 17)","(-11.843672210251558, 8.953038905033274)"
1218,"(24, 18)","(-11.843672210251558, 8.891461126762874)"
1219,"(24, 19)","(-11.843672210251558, 8.829883348492473)"
1220,"(24, 20)","(-11.843672210251558, 8.768305570222074)"
1221,"(24, 21)","(-11.843672210251558, 8.706727791951673)"
1222,"(24, 22)","(-11.843672210251558, 8.645150013681274)"
1223,"(24, 23)","(-11.843672210251558, 8.583572235410873)"
1224,"(24, 24)","(-11.843672210251558, 8.521994457140474)"
1225,"(24, 25)","(-11.843672210251558, 8.460416678870073)"
1226,"(24, 26)","(-11.843672210251558, 8.398838900599674)"
1227,"(24, 27)","(-11.843672210251558, 8.337261122329274)"
1228,"(24, 28)","(-11.843672210251558, 8.275683344058873)"
1229,"(24, 29)","(-11.843672210251558, 8.214105565788474)"
1230,"(24, 30)","(-11.843672210251558, 8.152527787518073)"
1231,"(24, 31)","(-11.843672210251558, 8.090950009247674)"
1232,"(24, 32)","(-11.843672210251558, 8.029372230977273)"
1233,"(24, 33)","(-11.843672210251558, 7.967794452706873)"
1234,"(24, 34)","(-11.843672210251558, 7.9062166744364735)"
1235,"(24, 35)","(-11.843672210251558, 7.844638896166074)"
1236,"(24, 36)","(-11.843672210251558, 7.783061117895674)"
1237,"(24, 37)","(-11.843672210251558, 7.721483339625273)"
1238,"(24, 38)","(-11.843672210251558, 7.659905561354874)"
1239,"(24, 39)","(-11.843672210251558, 7.598327783084473)"
1240,"(24, 40)","(-11.843672210251558, 7.536750004814074)"
1241,"(24, 41)","(-11.843672210251558, 7.475172226543673)"
1242,"(24, 42)","(-11.843672210251558, 7.413594448273273)"
1243,"(24, 43)","(-11.843672210251558, 7.3520166700028735)"
1244,"(24, 44)","(-11.843672210251558, 7.290438891732474)"
1245,"(24, 45)","(-11.843672210251558, 7.228861113462074)"
1246,"(24, 46)","(-11.843672210251558, 7.167283335191673)"
1247,"(24, 47)","(-11.843672210251558, 7.105705556921274)"
1248,"(24, 48)","(-11.843672210251558, 7.044127778650873)"
1249,"(24, 49)","(-11.843672210251558, 6.982550000380474)"
1250,"(25, 0)","(-11.783055543099959, 9.999861135630074)"
1251,"(25, 1)","(-11.783055543099959, 9.938283357359673)"
1252,"(25, 2)","(-11.783055543099959, 9.876705579089274)"
1253,"(25, 3)","(-11.783055543099959, 9.815127800818873)"
1254,"(25, 4)","(-11.783055543099959, 9.753550022548474)"
1255,"(25, 5)","(-11.783055543099959, 9.691972244278073)"
1256,"(25, 6)","(-11.783055543099959, 9.630394466007674)"
1257,"(25, 7)","(-11.783055543099959, 9.568816687737273)"
1258,"(25, 8)","(-11.783055543099959, 9.507238909466874)"
1259,"(25, 9)","(-11.783055543099959, 9.445661131196474)"
1260,"(25, 10)","(-11.783055543099959, 9.384083352926073)"
1261,"(25, 11)","(-11.783055543099959, 9.322505574655674)"
1262,"(25, 12)","(-11.783055543099959, 9.260927796385273)"
1263,"(25, 13)","(-11.783055543099959, 9.199350018114874)"
1264,"(25, 14)","(-11.783055543099959, 9.137772239844473)"
1265,"(25, 15)","(-11.783055543099959, 9.076194461574074)"
1266,"(25, 16)","(-11.783055543099959, 9.014616683303673)"
1267,"(25, 17)","(-11.783055543099959, 8.953038905033274)"
1268,"(25, 18)","(-11.783055543099959, 8.891461126762874)"
1269,"(25, 19)","(-11.783055543099959, 8.829883348492473)"
1270,"(25, 20)","(-11.783055543099959, 8.768305570222074)"
1271,"(25, 21)","(-11.783055543099959, 8.706727791951673)"
1272,"(25, 22)","(-11.783055543099959, 8.645150013681274)"
1273,"(25, 23)","(-11.783055543099959, 8.583572235410873)"
1274,"(25, 24)","(-11.783055543099959, 8.521994457140474)"
1275,"(25, 25)","(-11.783055543099959, 8.460416678870073)"
1276,"(25, 26)","(-11.783055543099959, 8.398838900599674)"
1277,"(25, 27)","(-11.783055543099959, 8.337261122329274)"
1278,"(25, 28)","(-11.783055543099959, 8.275683344058873)"
1279,"(25, 29)","(-11.783055543099959, 8.214105565788474)"
1280,"(25, 30)","(-11.783055543099959, 8.152527787518073)"
1281,"(25, 31)","(-11.783055543099959, 8.090950009247674)"
1282,"(25, 32)","(-11.783055543099959, 8.029372230977273)"
1283,"(25, 33)","(-11.783055543099959, 7.967794452706873)"
1284,"(25, 34)","(-11.783055543099959, 7.9062166744364735)"
1285,"(25, 35)","(-11.783055543099959, 7.844638896166074)"
1286,"(25, 36)","(-11.783055543099959, 7.783061117895674)"
1287,"(25, 37)","(-11.783055543099959, 7.721483339625273)"
1288,"(25, 38)","(-11.783055543099959, 7.659905561354874)"
1289,"(25, 39)","(-11.783055543099959, 7.598327783084473)"
1290,"(25, 40)","(-11.783055543099959, 7.536750004814074)"
1291,"(25, 41)","(-11.783055543099959, 7.475172226543673)"
1292,"(25, 42)","(-11.783055543099959, 7.413594448273273)"
1293,"(25, 43)","(-11.783055543099959, 7.3520166700028735)"
1294,"(25, 44)","(-11.783055543099959, 7.290438891732474)"
1295,"(25, 45)","(-11.783055543099959, 7.228861113462074)"
1296,"(25, 46)","(-11.783055543099959, 7.167283335191673)"
1297,"(25, 47)","(-11.783055543099959, 7.105705556921274)"
1298,"(25, 48)","(-11.783055543099959, 7.044127778650873)"
1299,"(25, 49)","(-11.783055543099959, 6.982550000380474)"
1300,"(26, 0)","(-11.72243887594836, 9.999861135630074)"
1301,"(26, 1)","(-11.72243887594836, 9.938283357359673)"
1302,"(26, 2)","(-11.72243887594836, 9.876705579089274)"
1303,"(26, 3)","(-11.72243887594836, 9.815127800818873)"
1304,"(26, 4)","(-11.72243887594836, 9.753550022548474)"
1305,"(26, 5)","(-11.72243887594836, 9.691972244278073)"
1306,"(26, 6)","(-11.72243887594836, 9.630394466007674)"
1307,"(26, 7)","(-11.72243887594836, 9.568816687737273)"
1308,"(26, 8)","(-11.72243887594836, 9.507238909466874)"
1309,"(26, 9)","(-11.72243887594836, 9.445661131196474)"
1310,"(26, 10)","(-11.72243887594836, 9.384083352926073)"
1311,"(26, 11)","(-11.72243887594836, 9.322505574655674)"
1312,"(26, 12)","(-11.72243887594836, 9.260927796385273)"
1313,"(26, 13)","(-11.72243887594836, 9.199350018114874)"
1314,"(26, 14)","(-11.72243887594836, 9.137772239844473)"
1315,"(26, 15)","(-11.72243887594836, 9.076194461574074)"
1316,"(26, 16)","(-11.72243887594836, 9.014616683303673)"
1317,"(26, 17)","(-11.72243887594836, 8.953038905033274)"
1318,"(26, 18)","(-11.72243887594836, 8.891461126762874)"
1319,"(26, 19)","(-11.72243887594836, 8.829883348492473)"
1320,"(26, 20)","(-11.72243887594836, 8.768305570222074)"
1321,"(26, 21)","(-11.72243887594836, 8.706727791951673)"
1322,"(26, 22)","(-11.72243887594836, 8.645150013681274)"
1323,"(26, 23)","(-11.72243887594836, 8.583572235410873)"
1324,"(26, 24)","(-11.72243887594836, 8.521994457140474)"
1325,"(26, 25)","(-11.72243887594836, 8.460416678870073)"
1326,"(26, 26)","(-11.72243887594836, 8.398838900599674)"
1327,"(26, 27)","(-11.72243887594836, 8.337261122329274)"
1328,"(26, 28)","(-11.72243887594836, 8.275683344058873)"
1329,"(26, 29)","(-11.72243887594836, 8.214105565788474)"
1330,"(26, 30)","(-11.72243887594836, 8.152527787518073)"
1331,"(26, 31)","(-11.72243887594836, 8.090950009247674)"
1332,"(26, 32)","(-11.72243887594836, 8.029372230977273)"
1333,"(26, 33)","(-11.72243887594836, 7.967794452706873)"
1334,"(26, 34)","(-11.72243887594836, 7.9062166744364735)"
1335,"(26, 35)","(-11.72243887594836, 7.844638896166074)"
1336,"(26, 36)","(-11.72243887594836, 7.783061117895674)"
